Index,Content,Label
238,知己知彼：美国名校看重哪些元素？哈佛硕士走访美国14所院校，支招如何规划2010年留美方案(上篇)——日前，哈佛硕士张杨结合其多年旅美生活经验，及近期25天走访美国东西部14所院校的亲身经历，为中国学生如何有效规划2010年的赴美留学方案给出了一些指导意见——问题：成绩一般，就一定无缘美国顶尖名校？在清华大学硕士毕业之前，张杨曾潜心研究如何考入美国顶尖名校。当时阻碍他申请名校的是“不突出”的本科学习成绩，“本科成绩在全班27人中排名第25。”然而，他在申请材料中补充了一封“说明信”，提出“不突出”的本科成绩并无法真实反映他的学术能力并阐明原因。最后，也就是因为这封信帮助他同时叩开了哈佛和斯坦福等七所美国顶尖名校的大门。回答：只要展现自己的与众不同，就有机会被录取目前已进入申请2010年美国名校的关键期，据悉，美国排名前50的学校多半在2010年1月或者2月截止申请。通常，越好的学校越早开始接受申请。在“穿越之旅”中，张杨采访了多位美国名校的相关负责人后，更加坚信，这些顶尖名校的录取有一个重要的共同点，就是喜欢“与众不同”、个人特色鲜明的学生。除了要有个人特色，若能突出表现以下几个核心元素，申请的成功率会大大提高：学术能力、领袖潜质、社会责任感、标准化考试成绩(SAT、GMAT或GRE)、推荐信的分量和质量以及申请文书质量六个核心元素。其中，他认为学术能力是六个元素中最重要的。(待续)记者 李琼,教育
239,群租房拆了隔断 后群居者栖居何处9月16日《中国青年报》报道了北京一小区一处“群租房”状况——一个两居室被分割出9间小隔断房，住着9个背井离乡在北京讨生活的务工者，每间月租500多元。然而，这样的生活也许就要结束了，因为不久前，北京市公安局、市规划委等八部门联合发出《通告》，要求“群租房”必须拆除隔断恢复原状，消除安全隐患。 不可否认，这样的“群居”生活确有隐患，可能影响其他住户的日常生活，也可能威胁小区的治安状况，应该治理。然而，透过这组报道，笔者感受到的是租住者的艰辛和不易——厨房、厕所要共用，“高峰时”要排队；小隔断就像“鸽子笼”，进了门就得上床；没有窗户，不通风也不见光……但凡经济条件允许，谁都不会愿意长期住在这样的“房子”里。安全隐患当然要消除，但有关部门在“亮剑”治理的同时，是否想过：对租住者而言，这小小的“窝”毕竟实现了他们在繁华喧嚣、房价飙升的大都市有一个相对私密的栖居的愿望。如果取缔这种租住形式，这些低收入务工者将栖居何处？能不能找到可以两全的途径？类似的难题还有，比如，治理黑摩的。相信很多人体验过或见识过黑摩的的“疯狂”，造成的交通事故也不少，但黑摩的依然大行其道，为什么？因为如果路途不远，比起正规出租车，它们价格更便宜，有时还很方便。比如，治理黑诊所。关于黑诊所把人治死、治残的报道，可谓屡见不鲜，但一些人还是冒着风险去找这些“非正规军”，便宜恐怕是重要因素。大医院挂号难、看病贵，一些人舍不得将自己辛辛苦苦挣来的钱轻易地花在大医院。治理群租房、黑摩的、黑诊所，有关部门的初衷无疑是为了保证住房、出行、看病等基本民生问题得以改善，但这些治理往往陷于屡禁不绝的困境。究其原因，并非治理的措施不力，而是一些人对这些服务的需求尚存，他们过着节衣缩食的生活，需要尽量减少生活成本的支出，有的甚至面临入不敷出。而需求不断，供给自然存在。因此，在治理这些违法违规行为的同时，不能忽视其背后的基本民生诉求。除了依法取缔、打击，还应该尽可能地谋求以正规途径改善民生。整治群租，不是为了将人们赶出隔断，迫使他们租住更贵的房子，承担更重的生活负担，而应该同时致力于廉租房、经济适用房等保障性住房的提供和改革，让他们高高兴兴地住进更安全的地方。同理，想彻底取缔黑车，还需考虑公交网络的铺设、出租车的定价、城市道路的建设；而要取缔黑诊所，想办法扩充医疗资源、降低居高不下的药价和大医院看病成本，无疑是最重要的。我要评论,房产
240,组图：T恤+紧身牛仔谁都能变S型导读：在这个空气中荡漾着甜蜜气味的季节，一定要让自己的心情变的晴朗起来，利用T恤、牛仔、宽松衫伴你收获最甜蜜的度假时光吧！宽松的T恤因为夸张的袖口而倍显窈窕感，果色闪光背包更是突出甜蜜气质。简约才是美丽，紧身利落的款式加上亮丽的粉色，成为新宠。T恤的重叠设计很有个性，将可爱感和女人味巧妙混合。宽松蝙蝠袖上装+紧身裤是完美组合，今夏人气超高。,时尚
241,房价上涨绷紧各方神经 六成居民认为当前房价高房价还在上涨。某些一二线核心城市整体房价稳中趋涨，但很多城市房价明显快速上涨，其中部分楼盘甚至创下了2007年1月以来新高。有消息称，近期国家统计局将对40个重点城市商品住宅开发费用进行专项调查，本次调查的主要内容，一是调查样本房地产开发企业基本情况、房地产开发项目个数、房地产开发企业财务状况等；二是调查房地产项目开发费用构成情况。调查范围和对象为包括北京、上海、广州、杭州、无锡在内的40个重点城市中部分房地产开发企业以及其2008年1月到2009年4月有销售活动的商品住宅楼盘项目。如何看待目前房市的“回暖”？房价的上涨能否持续？房价上涨和国家统计局的专项调查存在什么样的关系？有关部门会不会出台针对房市的新政策？诸多疑问萦绕，市场等待更为清晰的政策信号。购房需求与信贷政策和担心通胀有关国家统计局日前公布了今年前5个月的房地产市场运行数据。统计显示，今年1～5月，全国商品房销售面积24644万平方米，同比增长25.5%。而销售金额达到了11389亿元，同比增长高达45.3%。6月9日，西班牙对外银行和中信银行联合发布的《中国房地产观察》报告认为，在收入快速增长、快速城市化以及现存楼宇的折旧率高等综合因素支撑和影响下，中国住宅地产市场具有巨大的长期投资潜力。商品房估值显示，北京、上海和深圳的房价目前比均衡价格分别高估16%、18%和20%。考虑到高储蓄率、良好增长前景、低利率环境和积极的政府政策，中国城市未来对房地产的需求仍然很大。中国社会科学院工业经济研究所投资与市场研究室主任曹建海(曹建海博客)表示，目前中国房价还在上涨，跟信贷政策有关，目前的需求更多是一些公司和投资者担心通货膨胀而进入到房市。中国的房市目前并不真实，相当比例的销售量是通过自买自卖而产生的，有虚假的成分。“我认为中国的销售数据有50%是不真实的，贷款里面有20%是虚假贷款，中国的房价回落调整周期会延缓，投放货币可能会导致恶性的通货膨胀。”曹建海说。曹建海认为，不能在房地产领域通过信贷投放支持高房价，应该通过市场化的调整，让房价落下来，让两亿农民工能够在城市买房留下来，如此，中国的消费会得到突破，中国的增长就会找到出路。六成居民认为当前房价高进入5月份，不断上涨的房价在某种程度上影响着购房人的心理。对房价看涨的预期显现。2009年5月中下旬，央行在全国50个大、中、小城市进行的城镇储户问卷调查结果显示：超过六成居民认为当前房价“高，难以接受”，购房意愿仍处于较低位置——准备在未来3个月内购买住房的居民占比为15.8%，比上季减少了0.9个百分点。央行在调查中发现，对未来房价看涨的居民比例渐增，看跌的减少。其中，预计下季房价上涨的居民占比增至25.3%，较一季度增加9.5个百分点；预计房价下跌的居民占比降至14.5%，比上季减少15.1个百分点。发改委宏观经济研究院投资研究所研究员杨萍说：“发达国家房地产市场调整期相对长，平均是一个四年的过程，我们国家正在经历的市场调整好像不需要这么长的时间。”“经历了政府的强力政策支持后，未来中国房地产市场发展不可能发生日本那样的情况，日本的房地产市场，实际上从2002年以后，才略有起色，经历了漫长的调整期。”杨萍说。《中国房地产观察》报告称，考虑到高储蓄率、良好的增长前景、低利率环境和积极的政府政策，中国城市房地产需求未来增长空间仍然很大。只要房价足够灵活并且能够根据经济状况进行调整，那么需求则随之产生。固定资产投资增速或难以持续央行公布的统计数据显示，5月份人民币贷款增加6645亿元。居民户贷款增加1876亿元，同比多增1183亿元，其中，短期贷款增加868亿元；中长期贷款增加1008亿元。居民户贷款的增加和中长期贷款的增加应与居民通过按揭贷款购房增加相关。据了解，今年某国有商业银行1-5月份新增个人贷款900亿元，其中95%以上属于个人住房抵押贷款。国家统计局日前公布的数据显示，1-5月，城镇固定资产投资53520亿元，同比增长32.9%。其中，房地产开发完成投资10165亿元，增长6.8%。房地产开发投资出现积极变化。“今年五月份城镇固定资产投资同比增速飙升到39%，这个速度是十年来没见过的。五月份新开工项目涉及的资金同比上升达108%。短期来看，这对投资品，尤其是建筑材料，肯定是一个利好，因为它很可能继续推动今后几个月原材料价格的上涨。”德意志银行大中华区首席经济学家马骏说，“但目前的固定资产投资增速难以持续。新开工项目很可能在今年夏季见顶。估计下半年新开工项目涉及的金额开始环比下降，明年上半年新开工项目可能明显同比下降。”我要评论,房产
242,新品鉴：2010早春 俏皮蝴蝶结惹人爱导语：设计师们赋予蝴蝶永生的魔法，令它们在寒冷的二月依然翩跹  。无论大大的肩包还是精致的晚宴手袋都少不了蝴蝶结的身影，而装点在发  夹、鞋子上的蝴蝶造型也以足够夸张的尺寸示人，令你在装扮自己的同时，  也吸引他的目光飘然而至。,时尚
243,《古剑奇谭》首期T恤订制即将启动一年四季，春去夏来。外面炙热的阳光是否已经让你倦怠，慵懒，提不起精神？不用担心，全新订制版《古剑奇谭》T恤将为这个即将到来的酷暑送去一丝凉意。多种不同款式、设计精美、舒适潮流的T恤造型，将为您量身打造一个专属于《古剑奇谭》的完美夏天。T恤又名“文化衫”。顾名思义，文化衫的最大价值就在于它所承载的文化意义。即将启动的《古剑奇谭》T恤订制活动，也是为了通过精美的《古剑奇谭》订制T恤向玩家们传达《古剑奇谭》一直不变的理念：坚持、用心、真诚的做游戏回馈玩家。作为游戏文化的延伸，周边产品带来的惊喜绝不亚于游戏自身。做出让玩家们满意的周边产品，是《古剑奇谭》所有工作人员的共同心愿。同时，周边产品也是一份感情的传递，具有特殊的含义。在周边制作方面，《古剑奇谭》一直本着交流情感的原则，以最低的价格为玩家奉上了一批批极具收藏价值的周边产品。近日，《古剑奇谭》官方论坛曾通过投票及征选方式，向众位古粉征集《古剑奇谭》周边制作建议。古粉对周边的热情使得《古剑奇谭》团队决定在夏日到来之时，为热爱《古剑奇谭》的朋友们带来期待已久的精美T恤。为此，《古剑奇谭》团队通过夜以继日的努力，设计完成了百余款T恤图样。随后又经过层层筛选，确认了本次《古剑奇谭》T恤订制活动的最终样式。当然，订制T恤除了图样的美观外，在材质选择方面我们也下了很大功夫。空白T恤底衫全部采用手感平滑，质地柔软舒适且水洗不易变形的优质材料制成。同时，《古剑奇谭》订制T恤活动还将颠覆传统游戏周边T恤的固有销售模式，玩家可以在多种式样图案中进行自由选择，订制属于自己的与众不同。精彩的T恤订制活动即将开启，弥漫着《古剑奇谭》幽幽气息的个性夏日在等待着你，你还没有心动吗？在今后的新闻播报中，我们将陆续为大家曝光《古剑奇谭》订制T恤的精美效果图，你是头号古粉吗？你爱《古剑奇谭》中的游戏角色吗？那么敬请关注《古剑奇谭》最新动态。——踏歌长行，梦想永在,游戏
244,胡锦涛为神七三名航天员出征壮行(全文)中新网9月25日电 神舟七号航天员出征仪式今天下午在酒泉卫星发射中心航天员公寓问天阁举行。中共中央总书记、国家主席、中央军委主席胡锦涛来到航天员公寓问天阁，亲切看望执行飞行任务的3名航天员，并为承担此次飞行任务的翟志刚、刘伯明、景海鹏壮行。17时32分，有关部门负责人介绍航天员情况后，胡锦涛发表讲话，为航天员送行。胡锦涛说，翟志刚、刘伯明、景海鹏同志，你们好！三人齐声回答，首长好！胡锦涛说，神舟七号飞船就要按原定计划发射了，你们即将出征执行我国第三次载人航天飞行的任务，在这里我首先代表党中央、国务院、中央军委，也代表全国各族人民，来为你们壮行，预祝你们成功！胡锦涛说，神舟七号载人航天飞行，是我国载人航天工程第二步任务的首次飞行。你们将穿着我国研制的舱外航天服进行首次空间舱外活动，这将是我国空间技术发展的一个重大跨越。我相信有全国人民做坚强后盾，有各有关方面周密准备的坚实基础，有你们通过严格训练养成的过硬素质，你们一定能够圆满的完成这一光荣而神圣的使命，祖国和人民等待着你们凯旋归来！航天员翟志刚说，感谢胡主席，感谢党和全国人民对我们的关爱，我们一定服从命令，听从指挥，沉着冷静精心操作，坚决完成神舟七号载人航天飞行任务，请祖国和人民放心。感谢胡主席的亲切关怀，我们一定要牢记胡主席的重托，确保圆满完成任务，以优异成绩向党和人民汇报。随后，胡锦涛等中央领导向航天员挥手致意，全场响起热烈掌声。17时35分许，翟志刚、刘伯明、景海鹏来到问天阁前，向中国载人航天工程总指挥常万全请示出征。常万全下令：“出发！”三人遂登车，奔赴发射场。,时政
245,中国联通全部业务现在均可网上办理11月8日，中国联通面向全国推出网上新装固定电话、宽带业务，这使得中国联通网上营业厅成为真正意义上的全业务营销、服务支撑的电子渠道。用户登录中国联通网上营业厅(www.10010.com)即可选择办理新装固定电话、新装ISDN电话、新装预付费电话、普通电话加装宽带、普通电话捆装宽带、预付费电话加装宽带、预付费电话捆装宽带等综合服务。中国联通网上营业厅在今年相继开通了北方十省份固定电话、宽带和小灵通网上交费业务及全国固网业务网上充值业务。此次网上新装固话宽带业务的推出，将进一步完善中国联通网上营业厅的功能，使固网用户可以全程享受网上办理的简单快捷。在移动业务方面，手机交费充值业务已经上线。10月1日推出的3G业务网上办理，包括i－Phone在内的3G终端网上销售。日前，联通网上营业厅推出“选3G就选沃”为主题的3G促销活动，可以使用户享受到买3G终端免USIM卡费、免运费以及购买3G上网卡九五折等优惠。用户还可通过多种电子渠道了解中国联通3G的信息，包括中国联通企业门户网站(www.chinau－nicom.com)、网上营业厅(www.10010.com)、手机营业厅(wap.10010.com)和短信营业厅(发任意短信到10010)，都可以在相应3G专区里了解中国联通3G业务商用情况、3G终端类型、3G服务导航以及3G用户关注的热点问题解答。,科技
246,告诉你女人不穿内衣的N条理由 一直以崇尚自然为美的法国女性率先推出不戴胸罩的潮流，她们认为不穿才有舒适的感觉。而且如果内衣的线条会影响外衣或隐约看得到内衣，品位就要大打折扣，如从有透明感的服装里看到内衣，就更为不雅。所以法国很多女性会在赴晚宴、运动时根本舍弃内衣，它们的做法是穿着外衣时不戴胸罩，在乳首上贴上胶布，即“乳贴”。既保持乳形又不失高雅。美国女性任胸部自由发展美国女性向来以新潮、开放着称，她们推崇让乳房自由发展，而不是用胸罩来约束它们。因为她们认为一味地追求曲线，想方设法垫高胸部，后果会导致胸部变形，甚至还可能由于用法不当或胸罩用料不适引起乳腺炎，病情严重者还必须手术开刀，抽出脓液，使不少女性的身心受到伤害。e族女孩先行，放弃胸罩曾经以为内衣是留给自己和情人的一道风景，而时下的e族女孩却已把这道风景漫不经心地还给了自然，不时会有不戴胸罩的女孩擦身而过，年轻、健康、自然、潇洒、轻松、性感、自由，那真是一种无拘无束的美丽。其实，作为追求时尚的女性来说，“戴”与“不戴”胸罩并不重要，重要的是保持健康的心态，拥有一对健康而自然的乳房是最重要的。不需要掩饰的e族女孩大有人在，展示着一道天然去雕饰的自然风景，她们的步伐大胆而自信。理由一：外衣款式不适合在很多重大典礼或者各种各样的电影、音乐节上，出席的女星和嘉宾都会选择不戴胸罩。原因只有一个，因为她们选择了不适合的戴胸罩的礼服。一般的礼服设计都有两个特征，一是轻薄面料如丝绸、薄纱，一是低V露背。可想而知在如此的情况下如果你选择佩戴一件胸罩会是什么样的情况。理由二：敬业在这里主要指的是模特(图库、文章)，模特作为展示设计师服装作品的载体，当然要最大程度的为设计师服务。如果在T台上展示设计师作品的时候自作主张的佩戴一件胸罩不但可能会破坏设计师作品的线条、造型等元素。另外一场走秀每个模特要换3套甚至更多的衣服，而在后台一般只有1、2个服装助理会帮着换衣服，而更换胸罩和佩戴胸罩的速度非常的慢，可想而知时间基本上是不允许的。因此作为一名敬业的专业模特，在没有得到设计师特意说明的情况下是很少戴胸罩的。理由二：为了健康健康专家说，如果胸罩尺寸太小，就会使心脏、肺和大血管受到压迫，从而影响身体内脏器官的正常发育，而且还会压迫乳房，使血液循环不畅，从而产生乳房下部血液淤滞而引起痛疾，乳房胀而不适，甚至造成乳头内陷，乳房发育不良。同时所选择的胸罩的材料和质地对女性来说也相当重要，如果选材不当，会使女性肌肤过敏、瘙痒。所以既然这么难选择，为了健康还是不要穿了。华裔影星白灵是为了健康不戴胸罩的代表，因此也被众多媒体称为“大胆”。当被问到不戴BRA会不会担心乳房下垂的时候。白灵坦然的说，毫不担心，因为相对下垂更担心的是戴BRA可能会带来的乳腺癌等健康问题。理由四：需要理由吗?不需要爱一个人需要理由吗?这是周星驰在《大话西游》里面的一句经典台词。同样很多不爱戴胸罩的女星在面对“为什么不爱戴胸罩”的提问时，总是一笑而过，不置可否。不但胸前坦荡荡，而且心中也照样坦荡荡。辣妹维多利亚无论是在给杂志拍摄封面、广告，或者是出席派对、夜点，甚至逛街的时候从来都不戴胸罩。对于她来说不戴胸罩似乎根本不需要理由。,时尚
247,火箭希望之星撞墙状态大跌 命中率一周少了竟一半新浪体育讯北京时间11月24日消息，据《亚利桑那共和报》的记者保罗-库洛报道，来自亚利桑那大学的年轻前锋蔡斯-巴丁格已经度过了一个美妙的菜鸟赛季，但是在这个秋天，他才开始真正感受到什么叫做“跌宕起伏的职业生涯”。每个新秀一般都会在职业生涯第二个赛季遭遇“新秀墙”，但是巴丁格没有料到自己会这么快撞上这堵“墙”。35投5中，14.3%，这就是他糟糕的三分球命中率。巴丁格不是训练不刻苦，在丰田中心的训练馆里，他几乎每次都要加练，给他捡球传球的通常也是大学校友乔丹-希尔，巴丁格训练时的三分并没有问题，可是一到比赛他就怎么也找不回训练里的手感了。“当你进入这样的低迷时期，你的投篮就会变得犹豫，你只能希望它投进去，而不是像以前那样相信它会投进去，”巴丁格说，“我必须把以前那种投篮的感觉找回来，就是那种相信球会进球的节奏感。”上赛季，巴丁格的三分命中率是37%。夏天，他主攻力量方面的训练，虽然在身体对抗上的能力有所提高，但是也失去了一些投篮的手感，可以说是得不偿失。“我知道进入第二年，他们需要我起到更大的作用。”巴丁格说， “希望我能够尽快走出低迷，用我擅长的方式去打球。”(肥仔),体育
248,李克强称耐多药肺结核在我国疫情仍然严重中广网北京4月1日消息 (中国之声记者刘天思 张华杰) 全球27个耐多药和广泛耐药结核高负担国家的卫生部长今天(4月1号)在北京举行会议，探讨应对耐多药和广泛耐药结核的方法。国务院副总理李克强出席开幕式并发表讲话。我国是结核病高发国家，每五个人中至少有两人携带结核病菌，每年有近130万人感染结核病。在全国法定报告的甲、乙类传染病中，肺结核的报告发病率一度位居首位。李克强说：“结核病依然是中国三大传染病之一，防治仍然面临着严峻的挑战，特别是耐多药肺结核在中国的疫情仍然相当严重，中国政府将落实承诺，全面强化防治工作。”普通肺结核病只要半年就能治愈，费用花不了几百块钱，而且是国家免费治疗，治愈率超过90%。但是由于用药的不规范，一些结核病人对抗结核病的两种最有效的药物——异烟肼和利福平产生了耐药性，这就会发展成耐多药结核病。这些病人的治疗时间需要花2到3年，花的费用是普通结核病人的200倍，可能超过三万块钱。此外，被耐多药结核病人传染后，被传染者从一开始就是耐多药的结核病患者。中国在全球27个耐多药结核高负担国家中排行第二，每年新发耐多药结核病患者约有11万人，接近全球的四分之一。如果耐多药结核患者没有得到规范的治疗，就有可能发展成为广泛耐药结核病人，那就更难治疗，死亡率相当高。我国今年即将启动医药卫生体制改革，李克强表示，改革的一个很重要的方面是促进基本公共卫生服务均等化，这将为防治结核病创造更好的条件。李克强说：“中国将增加重大公共卫生专项投入，扩大免费接种等公共卫生服务范围，建立全国统一的居民健康档案，为老年人、婴幼儿、孕产妇及特定病人提供更多的公共卫生服务。这些也都会为加强结核病等重大疾病的防治工作创造更为有利的条件。”李克强最后表示：“今天面对结核病，特别是耐多药和广泛耐药结核病防治这个全球性的挑战，我们仍然充满了信心，这是对人类智慧的信心，是对加强合作、凝聚力量的信心。”本次会议由世界卫生组织、中国卫生部和比尔与梅林达·盖茨基金会主办。开幕式前，李克强会见了前来出席会议的世界卫生组织总干事陈冯富珍以及比尔与梅林达·盖茨基金会联合会长比尔·盖茨。中广网北京4月1日消息 (中国之声记者刘天思 张华杰) 全球27个耐多药和广泛耐药结核高负担国家的卫生部长今天(4月1号)在北京举行会议，探讨应对耐多药和广泛耐药结核的方法。国务院副总理李克强出席开幕式并发表讲话。我国是结核病高发国家，每五个人中至少有两人携带结核病菌，每年有近130万人感染结核病。在全国法定报告的甲、乙类传染病中，肺结核的报告发病率一度位居首位。李克强说：“结核病依然是中国三大传染病之一，防治仍然面临着严峻的挑战，特别是耐多药肺结核在中国的疫情仍然相当严重，中国政府将落实承诺，全面强化防治工作。”普通肺结核病只要半年就能治愈，费用花不了几百块钱，而且是国家免费治疗，治愈率超过90%。但是由于用药的不规范，一些结核病人对抗结核病的两种最有效的药物——异烟肼和利福平产生了耐药性，这就会发展成耐多药结核病。这些病人的治疗时间需要花2到3年，花的费用是普通结核病人的200倍，可能超过三万块钱。此外，被耐多药结核病人传染后，被传染者从一开始就是耐多药的结核病患者。中国在全球27个耐多药结核高负担国家中排行第二，每年新发耐多药结核病患者约有11万人，接近全球的四分之一。如果耐多药结核患者没有得到规范的治疗，就有可能发展成为广泛耐药结核病人，那就更难治疗，死亡率相当高。我国今年即将启动医药卫生体制改革，李克强表示，改革的一个很重要的方面是促进基本公共卫生服务均等化，这将为防治结核病创造更好的条件。李克强说：“中国将增加重大公共卫生专项投入，扩大免费接种等公共卫生服务范围，建立全国统一的居民健康档案，为老年人、婴幼儿、孕产妇及特定病人提供更多的公共卫生服务。这些也都会为加强结核病等重大疾病的防治工作创造更为有利的条件。”李克强最后表示：“今天面对结核病，特别是耐多药和广泛耐药结核病防治这个全球性的挑战，我们仍然充满了信心，这是对人类智慧的信心，是对加强合作、凝聚力量的信心。”本次会议由世界卫生组织、中国卫生部和比尔与梅林达·盖茨基金会主办。开幕式前，李克强会见了前来出席会议的世界卫生组织总干事陈冯富珍以及比尔与梅林达·盖茨基金会联合会长比尔·盖茨。,时政
249,QDII港股投资出现分化 投资者抄底仍需谨慎□本报记者 余? 北京报道 QDII基金出海一周年之际，基金三季报揭示了全球性金融危机背景下，8只QDII基金三季度的投资策略。值得注意的是，QDII基金对于全球市场，特别是香港市场的判断出现分化，相应地在仓位控制和港股投资比例上也呈现截然相反的选择。港股投资显现分歧面对愈演愈烈的金融危机，QDII基金的判断逐渐显现分歧。统计数据显示，与今年二季度相比，华夏全球精选、工银瑞信全球配置、南方全球精选3只QDII基金在三季度大胆增仓，其中，仓位一直维持在合同下限的华夏全球精选分别提高了8.62个百分点的股票仓位和3.25个百分点的基金仓位，增仓幅度明显；而上半年仓位最高的嘉实海外中国和上投摩根亚太优势则明显调低了权益类配置，股票投资比例分别由二季度末的84.03%和89.99%降至三季度末的73.08%和79.8%。分歧同样体现在港股投资上。南方全球精选、华夏全球精选和工银瑞信全球配置基金三季度小幅提高了港股持有比例；而嘉实海外中国和上投摩根亚太优势则分别减持14.37个百分点和4个百分点。银河证券基金分析师卞晓宁认为，这种分歧反映了QDII基金对于港股走势的不同判断，“像华夏全球这种仓位比较低的基金还是看好超跌的港股，而嘉实海外这种二季度仓位比较高的基金则在调整股票配置。”这在QDII基金三季报基金经理的表述中也得以体现。嘉实海外中国基金经理李凯对中国海外上市公司的未来整体盈利持谨慎态度，认为未来无论是国际或国内市场的基本面均继续面临压力，应更加关注全球股市的系统性风险，“有鉴于此，未来组合仍将谨慎控制仓位，波段操作。”而华夏全球精选基金经理周全则更强调机会的存在。“中文的危机一词，‘危’代表危险，‘机’代表机会。这一轮金融危机和全球熊市，使得股票投资人蒙受了惨重的损失，但熊市使得优秀企业的估值下降到具有吸引力的位置，又为未来新一轮牛市积蓄了新的上升力量。”周全表示。不过，尽管在仓位和港股投资比例上出现了分歧，但几只QDII基金的重仓股配置依然趋同，都聚焦在了中国企业股的身上，着重在市值较大的蓝筹股中挑选增持对象，显现了对市场区域谨慎的态度。“这种投资标的较为趋同的现象，令组合面临的风险相对比较集中，很难突出QDII基金自身资产配置的特点，同时在一定程度上局限了投资者对海外资产配置的选择。”卞晓宁评价道。投资者仍需谨慎QDII基金受金融风暴影响净值出现大幅下降，甚至出现了“三毛钱”基金，三季报中它们都对全球市场未来走势保持谨慎。基金经理普遍认为全球金融危机将蔓延到实体经济，成熟市场、新兴市场的经济都面临较长时间的调整过程。因此，卞晓宁表示，短期来看，全球市场还存在众多的不确定因素，仍将处于较大的震荡之中。虽然多国股市已经创出了几十年以来的历史新低，但投资的时机是否出现还有待时间观察，投资投资者应该保持谨慎，不宜盲目入市。,财经
250,《大玩家》明日上映 5大故事串烧“宫闱爱情”新浪娱乐讯 汇集30位明星的原创喜剧《大玩家》将于25日全国公映，该片通过厨师二宝(孙兴饰演)的五次穿越讲述了五个富有人生哲理的精彩故事。在五次穿越变身中，二宝不仅出现在不同的时间、地点、遇到不同的人物，还自己变身成为不同身份、不同样貌的人，这在一般的穿越电影中并不多见。而电影所要表达的主题是想让二宝在这五次穿越中寻找到什么才是真正的幸福。从日前片方小范围试映观众反馈看，由斯琴高娃、焦恩俊和霍思燕领衔主演第5段故事“宫闱爱情”一段最打动人，导演牛朝阳的一位女邻居前四个故事看得大笑不已，最后一个故事竟然被感动得当场落泪。拥有名和利不等于拥有幸福《大玩家》第一段故事是武侠片风格，二宝变身成为一名武林高手(莫少聪饰演)，飞檐走壁无所不能，树林大战、木桥对敌，战无不胜是何其快哉。不过，拥有武林高手的超能力并没有让他体会到真正的幸福，还需要牺牲一个正常人所拥有的七情六欲来换得，这让他即矛盾又痛苦。第二段故事很感伤，讲的是现代人对自己命运无法掌控的那种无奈。八仙女(谢娜)将二宝变成众星捧月的电影明星(李修贤饰演)。明星要回家奔丧，电影公司老板却根据合约不放人，并要求他表演主角十年后终于手刃仇人之后发自内心的狂喜和大笑，二宝表面狂喜，内心却在哭泣，戏里戏外落差巨大，观众在爆笑同时也体会到明星或名人背后心酸的一面。第三段故事比较现实，成为百万富翁是每个人的梦想，二宝也不能免俗。影片结合当下最流行的古玩收藏，把现代人过于浮躁、贪欲丛生的心态刻画得栩栩如生。面对陡然而至的财富，富翁(雪村饰演)失去理智，陷入一出出尔虞我诈的连环阴谋当中……拥有如花美貌也遭天嫉妒  第四段故事也非常写实，二宝变成一个绝色美女(钟欣桐饰演)。如今姿色就是资本，身为一个美女似乎更容易在社会上立足。不过美女受到所有男人的青睐的同时也被所有男人利用，其痛苦滋味让身为女儿身，心为男人心的二宝百感交集，最后道德底线让二宝选择做回了男人，再也不指望靠漂亮脸蛋吃饭了。作为片中唯一的一段宫廷戏，也是最感人的一出戏，第五段故事让二宝收获了一段生死离别的爱情，这段变身经历也让二宝受伤最深，并且让他感悟到，原来再多人间的荣华富贵都抵不上爱情珍贵。宫女云儿(霍思燕饰演)才艺精湛，气质出众，在皇宫举办的海选中脱颖而出，让皇帝(焦恩俊饰演)很是喜欢，但皇太后(斯琴高娃)却认定云儿是妖女，要把云儿处斩……面对所爱的人的悲惨命运，身为九五之尊的二宝束手无策，只能眼巴巴的看着自己心爱的女人死于刀下，这种撕心裂肺的痛苦比当富翁倾家荡产时来得更甚。霍思燕扮演的云儿楚楚可怜，让人心生怜爱，插曲《眼睛》也一曲道破两个人相爱却不能相守的浓浓的忧伤，是一段催人泪下的感人故事。,娱乐
251,组图：抓拍高挑超模的日常装扮09春夏，Marc Jacobs起用Raquel Zimmermann为其主线品牌代言，她的气质与广告的诉求不谋而合。身为顶级超模，Raquel在秀台上不管是诠释奢华或运动装扮，都能被她拿捏得恰到好处，而日常的着装风格也是广受好评。简洁硬朗却也不失风情便是Raquel日装风格的核心，其中机车夹克占据大多数。Biker、紧身裤、鸭舌帽和短靴，这是“The Wild One”里的Marlon Brando的酷劲。Raquel身着黑色蕾丝边点缀短裙，搭配半透明的黑色丝袜，隐约透着一丝性感。在参加Chanel的活动时，Raquel身着藏蓝色柔纱裙装亮相，气质迷人。灰色的大号男士T恤配合牛仔短靴，随意的中性装扮方便赶赴下一个秀场。牛仔夹克、T恤套黑色铅笔裙，还有大串珠链和圆头鞋，充满复古风情。,时尚
