Index,Content,Label
44,北京首个开工限价房交用 业主跪谢（图）“没有政府，我们不可能住进这么好的房子！”昨天，西三旗限价房项目交用，廉租户李先生激动地向发钥匙的市领导下跪感谢。作为北京首个限价房项目，4000多户居民将在近期陆续搬入新居。业主代表发言后突然下跪昨天上午，市委书记刘淇、市长郭金龙等领导将新房的钥匙交到了业主代表的手中。46岁的李庆明来自新街口街道，由于家庭困难，一家人此前一直在租房住。虽然交用仪式9点多才举行，但早晨8点，他就来到现场。“小区的环境好，而且政府都已经把房子装修好了，搬进去就能住。” 在交用仪式上，作为业主代表的李庆明发言后，先是双手抱拳以示感谢，随后又突然向现场发钥匙的市领导下跪感谢。刘淇、郭金龙等领导赶忙将他扶起。房价比商品房便宜约一半西三旗限价房是北京的首个限价房项目，共建4645套住宅，其中包括400多套廉租房。18栋住宅楼的外墙是传统的绛红和灰色相间，小区绿化也全部完成。配建的3.8万平米体育活动中心已经施工至第3层，将来这里将有室内游泳池、温泉理疗等设施，室外有2万平方米的篮球场等。住总集团董事长张贵林说，考虑到居民入住的迫切需要，该项目竣工时间两次调整，由最初的今年12月，提前到昨天。入住后的小区命名为“瑞旗家园”。“廉租房是已经装修好的，业主直接就可以入住，一居室36平米，两居室46平米。限价房大部分是一梯三户，套型面积控制在90平米以内，简装。”张贵林说，与周边的商品房相比，西三旗限价房6350元/平方米仅仅是其一半左右。- 相关新闻王四营乡限价房地块 (论坛 相册 户型 样板间 地图搜索)入市系今年最大限价房入市地块，销售限价7400元/平米本报讯 (记者马力(马力博客))朝阳区王四营乡限价房地块昨天入市，这是北京今年到目前为止面积最大的限价房入市地块。销售限价为7400元/平米。根据市土地整理储备中心公布的出让公告，该地块位于朝阳区王四营乡。东至北京焦化厂，南至化工路，西至北京玻璃集团二厂，北至王四营乡集体土地。紧邻京津第二高速和京沈高速，地铁7号线也将在焦化厂设站。据介绍，在该地块将建设的52万多平米住宅中，将包括5万平米的廉租房，此外，该地块还将配建2万平米的农民回迁安置房和6千平米的职工拆迁安置房。限价房价格为7400元/平米，而农民和职工安置房的价格定为5800元/平米。据了解，该地块的挂牌出让起始价为14.0381亿元，7月20日开始接受竞价，每次竞价增加幅度为700万元。(记者马力) 我要评论,房产
45,崔真实逝世令人惋惜 韩星釜山电影节黑衣哀悼新浪娱乐讯 崔真实自杀身亡令韩国艺能界上下大感可惜，前天开幕的釜山电影节亦笼罩着哀伤的气氛。不仅金善雅、玄彬()、李秉宪、柳真(听歌)和朱智勋等艺人，特地穿上黑色服装悼念故人，其中曾跟崔真实合作的安圣基和张东健()，更加神情哀伤。而电影节的执行委员长，在开幕礼致辞时不忘哀悼崔真实。 (鱼鱼/文）,娱乐
46,下一部《刺客信条》Ezio将重返罗马《刺客信条2》在其1代的基础上带来了全新的面孔和环境模型，但是大家不要奢望同样的改进在《刺客信条》新作上也出现了。这个刺客信条新作到底算不算三部曲的第三代《刺客信条3》一直是个困扰我们的头疼问题，而之前IGN称之为《刺客信条2.5》，这里我们暂称之为《刺客信条3》。今天又有了该新作的消息：在育碧的第三季度财政会议上透露，《刺客信条3》不仅将继续Ezio的故事，而且故事将在罗马发生。在罗马，刺客将继续他的任务，来摧毁Templar Order。《刺客信条3》将带来重要的多人游戏元素，这点此前也有过相关报道，不过详细细节并没有透漏，该作预计在2010年圣诞至2011年三月之间上市。这样一来，Ubisoft不会为我们带来一个有翻天覆地的变化的新一代《刺客信条》，这难免有些令人失望。Ubisoft预计将在E3上公布更多细节，请大家继续关注。,游戏
47,高房价的八宗罪李春顶近期以来，南京、重庆和上海等地的新“地王”接连横空出世，曾经无人问津的地块在转眼之间成为了开发商的香饽饽，并拍出创纪录的高价。这一现象背后，呈现的到底是开发商的阴谋，还是房地产市场的真实火爆，我们不得而知，但可以肯定的是，地王争夺战符合开发商哄抬房价、提高知名度的目标。直接后果是制造了房地产市场紧缺气氛，房价加速飙升，损害的是需要买房的普通大众利益。从当前我国的宏观经济实际看，高房价是弊大于利，笔者将这些危害总结为八宗罪。第一，高房价易滋生资产泡沫，潜在风险无穷。房地产业牵涉到上下游的众多行业，犹如“多米洛骨牌”，一发而动全身。房价的过度上涨必然积聚资产泡沫，未来一旦泡沫破灭，房价大幅下滑，不仅会影响与建筑有关的众多实体行业，冲击就业，影响经济增长；资本市场的危机同样是难以避免，首当其冲是银行“房贷”风险，再波及到其他金融领域，最后是实体经济，一场中国式“次贷危机”恐怕就难以避免了。第二，高房价危害内需启动，阻碍经济增长的转型。启动内需除了需要转变居民消费习惯外，另一个重要的条件就是要增加居民的可支配收入。而高房价至少会在两个方面抑制消费，一是高房价让许多人沦为房奴，在沉重的房贷压力下，消费无法增加；二是高房价改变了人们的预期，增加了预防性储蓄需求，人们不敢消费。第三，高房价引导社会资金错配，会挤出实体部门。房价的节节攀升和背后丰厚的利润将会引导资金大量进入房地产市场，进一步刺激泡沫形成，同时会导致虚拟经济过度而挤出实体经济的发展。事实上，近年国内已经有越来越多的实体企业进入和涉足房地产业，这是一个不良的信号。第四，高房价影响城市化进程的推进，从而冲击经济增长。房地产的繁荣对于我国城市化的发展是功不可没的，它不仅仅带来了人口的积聚，服务业的发展，以及城市规模的扩展和环境的优化；同时带动了巨大的投资，相关产业的发展，政府收入增加从而刺激基础设施建设和社会保障的完善。但如果房价过快增长，会削弱人们的需求能力，阻碍城市化进程的推进。第五，高房价推高了商务成本，不利于实体产业发展。较高的房价意味着高昂的土地和办公租金成本，实体经济运行的商务成本增加，尤其对高端的现代服务业和金融贸易以及商业等产业的影响为大，因为这些产业的发展必须定位在繁华的商业地块。这会损害高端服务业和创新产业在我国的发展。第六，高房价不利于民生和社会保障。居住权是人们的基本需求，居者有其屋是生存的基础和根本，但高房价的结果会剥夺多数普通民众的居住权，这在民生和社会保障上是不符合经济发展的要求，同时还有可能会激化社会矛盾，影响社会稳定和安全。第七，高房价带来盲目和过度投资，造成资源浪费和产能过剩。第八，高房价不利于收入分配和人们生活水平的提高。在高房价形成的收入再分配中，受益的主要是政府和开发商以及少数投机客，剥夺的是广大民众的收入和利益。再分配使得普通大众可支配收入越来越少，生活水平和质量不断下降。从当前我国的房地产市场实际情形看，房价虚高已经形成，房地产存在泡沫毋庸置疑，这要求政策层面上必须有所行动和控制，重点在于打压地产泡沫和投机，改革土地拍卖制度，防患于未然，否则一旦泡沫继续膨胀并破灭，损失是不可估量的。我要评论,房产
48,"WCG2011中国区总决赛 Fly魔兽3称王WCG2011全国总决赛上，FLY击败TH000获得冠军，而SKY击败INFI获得季军，也得到了参加世界总决赛的资格。WCG2011中国区总决赛 星际2项目奖金： 30,000元 10,000元 5,000元",游戏
49,中国房地产业协会严正声明新浪房产讯 近日，不少网站转载了某单位的用所谓“第四届中国不动产投融资大会”组织委员会的名义，举办“2009引领中国房地产战略发展峰会暨建国60周年房地产建设成就奖颁奖盛典”活动。经中房协证实此举纯属子无须有，中房协声明从未参与主办过此项收费性评比表彰活动，也没有支持、协助其他单位开展此项活动。中房协称已经向当地公安机关报案，并提醒会员单位及相关企事业单位注意防止上当受骗，特此发表声明如下：近日，我会接到举报，社会上有单位以我会为第一主办单位，用“第四届中国不动产投融资大会”组织委员会的名义，举办“2009引领中国房地产战略发展峰会暨建国60周年房地产建设成就奖颁奖盛典”活动，条件是一次性缴纳80万、50万、30万、8万元不等的赞助费。对此，我会严正声明：1.我会从未参与主办过此项收费性评比表彰活动，也没有支持、协助其他单位开展此项活动；2.活动文件上的我会公章为仿冒私刻公章；3.请各会员单位及相关企事业单位注意防止上当受骗，如有情况及时向当地公安或纪检纠风部门报案，并通知我会；4.我会保留进一步依法追究有关方面法律责任的权利。举报电话及传真：010-68165821我要评论,房产
50,印度推出牛尿饮料声称比可乐有益健康新浪科技讯 北京时间2月13日消息，据英国《泰晤士报》报道，百事可乐也让你提不起精神？可口可乐也算不上什么精品饮料？印度民族分子显然认为找到了答案：他们用牛尿制成了一种新型软饮料，声称比可乐更有益健康。据参与这种饮料研发工作的人透露，这种饮料由人数最多、建立时间最长的印度族组图“印度卫队”(RSS)牛保护部研发，目前已进入最后研发阶段。该部部长阿曼·普拉克斯表示，这种被称作“牛饮”的饮料，正在实验室里进行测试，并将“很快，最快会在年底上市”。普拉克斯在恒河的四大圣城之一的哈德瓦表示：“不用担心，它闻起来不仅没有尿骚味，而且还非常可口。它的最大特点是非常健康。它不像汽水，不含任何毒素。”研发这种饮料是“印度卫队”消除外国对印度造成的影响和提倡印度教的一次大胆尝试。“印度卫队”成立于1925年，据称现在拥有800万名成员。印度教尊崇牛，在印度的大部分地区，宰牛属于违法。印度乡村习惯用牛粪当燃料和消毒剂。在重大宗教仪式上，处在印度种姓制度最底层的人还会通过吃牛粪和喝牛尿的方式“净化”灵魂。从2001年起，“印度卫队”和它的分支(包括反对派印度人民党)开始提倡用牛尿治疗肝病、肥胖，甚至癌症等各种疾病。可乐在印度非常受欢迎，目前印度是销售可乐的一个最大市场。但是最近几年，这种牌子的包袱一直在努力摆脱其含有杀虫剂的流言。普拉克斯表示，与之相反，他的饮料是用牛尿作为主要原料制成，加入了一些药物和香草。他说，这种饮品将非常“便宜”，但是在正式上市以前，他拒绝进一步透露有关价格和成分的详细情况。但他强调说，即使美国的可乐商标拥有庞大的广告预算，这种新饮品也可与之竞争。他说：“因为我们的饮品对人有益，我们将与可乐好好竞争一把。或许我们还会考虑出口呢。”(秋凌）,科技
51,国务院常务会议确定将力促节假日消费据新华社电 国务院常务会议昨日召开，研究部署搞活流通扩大消费和保持对外贸易稳定增长的政策措施。会议指出，搞活流通是促进消费、扩大内需的重要切入点。要健全农村流通网络，在重点产销区新建或改造一批农产品批发和农贸市场，搞活农产品流通，促进农民增收。进一步扩大品种，加大“家电下乡”推广力度。完善城市社区便民服务设施，选择一批菜市场进行标准化改造。促进城市耐用品消费升级换代。规范并大力发展旧货市场，加快不同收入群体联动消费。鼓励生产和零售企业开展“收旧售新”、“以旧换新”，带动新产品销售和资源节约。促进流通企业发展，降低消费成本。积极培育新的消费热点，大力促进节假日和会展消费，促进消费升级。加强流通企业食品质量安全监管，切实提高食品安全保障能力。会议研究确定了缓解出口企业困难，保持对外贸易稳定增长的政策措施。其中包括加大财税政策支持力度，稳步推进加工贸易转型升级，改善进出口金融服务，对广东和长江三角洲地区与港澳地区、广西和云南与东盟的货物贸易进行人民币结算试点，扩大国内有需求的产品进口，促进投资和贸易互动。,时政
52,"中国奥园与天誉置业土地收购宣告破裂张艳红原本可以在二级市场上捡到大便宜的中国奥园(03883.HK)，不得不面临收购中不确定性的困扰。近日，中国奥园发布公告，表示和天誉置业(00059.HK)进行的土地收购正式宣布破裂，原因是天誉置业股东大会否决了本次交易。中国奥园于今年5月底披露了与天誉签订项目公司的收购协议，这是中国奥园去年在二级市场寻找的第一单项目。该协议显示，奥园将以总代价3.52亿港元及1200万元人民币，向地产商天誉置业收购广州寰城项目公司七成股权及股东贷款，从而获得广州天河区总建面为11.3万平方米的商业项目。根据协议，该地块交易的平均楼面地价不足5000元/平方米，几乎比一级市场上获得同样的地块价格折让一半。中国奥园有关负责人当时显得相当满意，并称价格“非常便宜”。7月10日，天誉股东于股东特别大会投票否决了收购事项。因此，之前签订的收购协议已告失效，且不再具任何效力。近期，中国奥园在项目并购方面势头颇为凌厉，短短两个月时间内已经相继宣布了3单收购案，分别为收购天誉置业位于广州天河区一项目、收购昌盛中国在中山的一个“地王”地块以及北京世纪协润投资公司41.33%已发行股本，从而获得部分项目的权益。值得关注的是，除了天誉的项目，中国奥园与昌盛中国签订的收购协议，也包含了可能会终止交易的相关要约。一旦其中某些条款未能实现，双方的交易也有可能于9月2日终止。抱有相同姿态的开发商，还有SOHO中国(企业专区,旗下楼盘)(00410.HK)、恒大地产(企业专区,旗下楼盘)等。SOHO中国的潘石屹在去年曾经表示，打算手握重金去收购资金紧张的项目公司或土地。相对一级市场上较高的地价水平，二级市场的确包含了更大的获利空间。恒大地产掌门人许家印透露，除了大城市的少数项目，该公司旗下绝大部分项目均是通过二级市场获得，从而使得该公司目前的土地成本仅为500多元/平方米，远低于其他大型房地产开发企业。我要评论",房产
53,《巫师2》最新游戏画面 将推出中文版3月16日，CD Projekt RED公布了开发中的角色扮演大作《巫师2(The Witcher 2: Assassins of Kings)》的最新游戏截图。同时，《巫师2》的代理商万代南梦宫表示将会推出国际中文版。《巫师2》使用优化的高阶游戏引擎，让游戏整体感觉更为细致，并拥有类似《质量效应》那样的互动电影式镜头，战斗画面也更加写实及血腥。在《巫师2》中，玩家将再次扮演孤独的狩魔猎人Geralt，研发团队将把奇幻小说家Andrzej Sapkowski原著丰富的故事内容，以游戏过场动画方式来呈现给玩家。玩家将面临三条主线互相交织的故事剧情结构，经过自己的选择后，游戏将发展多重剧情的结局。本作提供三种职业专长提供玩家选择，分别为剑术、法术和炼金术。改造过后的锻造系统可以打造属于玩家的个人物品，包括共有200种的武器以及铠甲，且单一剑类武器就多达300种的变化。铠甲更细分为多个身体部位，有背心、手套、腰带及护膝等等，所有物品数量都高于前作的数量。开发团队在《巫师2》中做了许多调整，包括操作方面将会变得更加简易，角色的各种动作也变得更加流畅。《巫师2》采用开发公司CD Projekt RED自行研发的游戏引擎，除了可处理庞大的游戏内容之外，还能呈现更为美丽写实的画面效果。《巫师》受到广大玩家喜欢的要素，包括引人入胜的故事、动态的战斗系统、以及优美的画面等等，而在《巫师2》都更上一层楼，将带给玩家前所未见的角色扮演游戏体验。PC《巫师2》在台由台湾万代南梦宫伙伴代理国际中文版，预定将于5月17日发售。编译/熊猫,游戏
54,通胀预期延缓 6月债市有戏川财证券 刘藉仁昨日央行进行800亿元28天正回购，中标利率为0.9%，与上周持平。6月份公开市场到期资金6630亿元，其中中央票据3330亿元，正回购3300亿元。从各周来看，分别为1640亿元、1550亿元、1790亿元和1650亿元，各周到期数量基本相当。昨日债市小幅下行，上证国债指数收于121.43点，全天成交7.9亿元。从盘面看，中长期券种成调整主力。前期债市、股市齐走高的局面近期并未再度出现，流动性支撑股市创出反弹的新高后，债指却接连调整数个交易日，但基于宏观数据及流动性的判断，债市作为资金避险市场，我们认为其在六月的走势仍值得期待。首先，CPI、PPI继续告负已成共识。兴业银行认为，5月蔬菜、猪肉价格的下跌和水产品、水果价格上涨形成对冲，总体来看，5月食品价格可能与4月持平，小幅下滑0.4%~1%。经验显示，5月非食品价格环比受季节因素影响通常小于4月，5月CPI环比增幅一般在-0.4%—0.1%，考虑翘尾因素，5月CPI同比增幅可能落入－1.5%—－1%的区间。申银万国预计5月CPI同比增幅可能为-1.6%，PPI增幅为-6.8%，较4月跌幅略有扩大。从市场大部分机构预测来看，5月CPI、PPI继续为负已成共识，通胀预期延缓，这将对债市收益率形成引导。其次，六月公开市场到期资金数量依然较大。尽管6月公开市场到期资金量较5月减少790亿元，但仍然维持高位。在4月份新增信贷回归到正常水平之后，央行明显放松了公开市场回笼力度，5月央行累计在公开市场中净投放1020亿元，6月到期资金将继续加大央行公开市场回笼压力。最后，目前处于全球流动性释放的初始阶段，趋势仍将继续。随着各国政府救市的展开，以及经济显示出的积极信号，跨境资本的流动有所升温，从而意味着“自由资本”这一全球化引擎有重新启动的迹象。从美国3月期国债的收益率走势发现，热钱在全球涌动，市场利率目前处于低水平，而“印钞”带来的流动性正在寻求高收益的市场。但我国经济持续回暖基本落定。5月PMI指数尽管较之前小幅下滑，但仍保持50之上，工业仍处于扩张态势，凸显了近期市场对于经济增长可能放缓的担忧是没有根据的。总的来看，受CPI及资金面影响，债指高位震荡，后市调整空间并不大。但从收益率结构来看，长期券种的风险已然增大，投资者应缩短投资久期。,财经
55,组图：穿好阔腿裤10条黄金定律导语：时尚界的规则就是轮回交替，吸腿裤再持续风靡几年后，在七八十年代流行一时的阔腿裤如今又卷土重来，在各大09春夏T台上大出风头！虽然由于对身材的高要求而令大众有些望而生畏，但这绝对不会妨碍走在潮流前沿的MM享受有关阔腿裤的乐趣以及美丽。如果双腿不够修长，阔腿裤会是你的腿显得更短。最简单的方法就是提高腰线，从视觉上拉长双腿的比例。全身有些沉闷的色调，黄色的蝴蝶结衬衫加入，增加了女人味，也能够让服装增添出层次感。Tips:阔腿裤尤其是高腰阔腿裤必须首先保证你有一个平坦的腹部，其次是腰臀线条衔接流畅，即腰部与臀部外围线条必须保持顺滑状，表现紧贴感。七分阔腿裤会让双腿显得更加修长，格子阔腿裤一点没有职业装的老气，配合马甲和小礼帽，反而很有俏皮的感觉。注意的是，目光都会集中于小腿，如果形状不够完美，就将缺点暴露无疑了！也可以像模特儿用长筒靴来掩盖。明星示范：如果身材有些胖，那可以像莎拉杰西卡这样，选择连身款阔腿裤，她能够掩盖身材不够苗条的缺憾。而且连身的款式给人一种上下贯通的感觉，能有效避免下摆过大带来的视觉挤压感。Sarah Jessica对Total Black打扮很青睐，且勇于尝试大胆线条与轮廓，如果加大件珠宝，中和下硬朗的气质，不知会否更好？只要把职业西服，换成徽章西服，阔腿裤也可以穿出校园风格。如果对自己的身材很有信心，平底鞋能更显轻松时尚，帽子的存在能够将整身装扮的时尚感加深。,时尚
56,2009国家公派研究生项目奖学金信息说明会举行 “2009年国家公派研究生项目奖学金信息说明会”分别在三地举行国家留学基金委主办、东方国际教育交流中心协办为贯彻教育部关于“高层次创造性人才培养计划”、落实“三个一流(选派一流人员、派到一流学科专业、师从一流导师)”选派目标，由国家留学基金管理委员会主办、东方国际教育交流中心协办的“2009年国家公派研究生项目奖学金信息说明会”，将于10月18—22日分别在京、沪、宁三地举办：10月18日—北京师范大学；10月20日—华东师范大学；10月22日—东南大学。届时，将有美国纽约州立大学、加拿大维多利亚大学、阿尔伯塔大学、澳大利亚纽卡斯尔大学、卧龙岗大学、新西兰奥克兰大学、梅西大学等等知名高校来华开展奖学金信息咨询交流活动，同时邀请了北京的清华大学、中国人民大学、北京大学、上海的复旦大学、上海交通大学、上海财经大学、南京的南京大学、南京理工大学等国内多所985大学的优秀学生参加活动，现场将详尽说明国外知名高校研究生奖学金的信息。此次奖学金信息说明会采用闭门活动与开放活动两种，且同时进行，所有外方院校均同时参加。学生可当面就学术或申请问题与外方院校沟通，所有中方院校学生将持票并携带申请材料，就其感兴趣的问题与国外院校联系。同时，将有机会参加国外高校奖学金项目说明会，并安排答疑时间，为学生提供了丰富多元的选择。此次活动将会进一步加强国内外院校间的交流与合作，增进国内优秀学生对国外知名高校博士研究生奖学金信息的了解，帮助其更好地确定向国外院校的申请意向。预祝“2009年国家公派研究生项目奖学金信息说明会”取得圆满成功。,教育
57,陈印泉拜师宋德全 “文哏大师”苏文茂来京见证新浪娱乐讯 6月11日，北京相声团体嘻哈包袱铺的演员陈印泉在京正式向宋德全拜师。陈印泉的师爷、82岁的“文哏大师”苏文茂老先生也专程来京见证了这一时刻。李金斗、贾伦、徐德亮、王文林、王谦祥、高晓攀等曲艺界名人也到场祝贺。陈印泉正式拜师宋德全拜师仪式由孟凡贵主持，按照相声界的传统，陈印泉向恩师宋德全行礼。引师、保师、代师分别由王钰、王谦祥、苏明杰担任。李金斗、贾伦、徐德亮、王文林、高晓攀、王谦祥等曲艺界名人见证了这场拜师仪式。宋德全表示，师父的“父”字不仅仅是接受后辈的尊敬，更深层的含义应该是负责任以及付出的意思。陈印泉08年从名牌大学中文系毕业后，便进入嘻哈包袱铺成为一名相声演员。孟凡贵称：“相声界的拜师，相当于拿到了硕士学位。”他解释，拜师也是传业的主要手段，是唯一的正式行为。艺人都按照辈分进行传业并形成了较为完整的师承谱系。“文哏大师”苏文茂来京见证现场背景板上，清晰地标注出从朱绍文(中国历史上第一位相声艺人)起，几代相声艺人的师承关系，“文哏大师”苏文茂老先生是第五代传人。(在相声演艺中，习惯把以叙述为主，有人物行动、喜剧情节的段子称为“文哏”。通常以文学作品为基本内容的段子，说起来比较文雅，含有知识性。)宋德全是谱系上的第六代。拜师后，陈印泉正式成为第八代弟子。82岁的苏文茂老先生也专程来京见证了这一时刻。“我拜师是1943年，正是日本侵华时期。我是穷孩子出身没有钱，我是借钱拜的师……” 苏文茂老先生回忆起自己当年拜师的情景，忍不住哽咽落泪。他不住地念叨：“时代不同了，今天和过去不一样了。”崔一佳/文,娱乐
58,深思熟虑：出国留学你的孩子合格吗(组图)张健，教育专家，她多年在国外从事教育工作和国际教育交流，对留学话题有颇多经验和见地。2009年，我国人数达到了近年来的最高峰，办理赴海外读高中的学生比往年增加了两到三成。如今，小留学生已经占到自费留学生人数的一半。在南方一些城市，甚至占到所有出国人员的七至八成。当小留学生的留学历史在不断累加时，我们也注意到，其实一些当事者并未享受到想象中的欢乐。应该理出一条冷静、理性的思路，为未成年孩子和家长们提供一些可以借鉴的经验和教训。写在前面：如何理清理性出国之路又一年的高考结束了，这样一个时间点，是人生道路上需要作出选择与接受被选择的重要一刻。十八九岁的孩子，开始面临人生的一次关键性转折，逐步由孩童阶段步入成人阶段。在这一时期作出的每一个重要决定，都有可能会影响孩子未来人生道路的走向。在众多选择中，出国留学正被越来越多的中国家庭所追捧。 2009年高考前后，各地都出现了有关高中生放弃国内高考、选择低龄留学之路的新闻报道。一些针对留学中介机构的调查也显示，低龄留学的比例正在逐年增加。随着我国家庭经济条件的不断改善，以及国外学校招生政策的日趋便利化，以往似乎只有特定人群才可以迈进的留学门槛，如今已不再那么高不可攀。近两年来，许多工薪家庭也把送孩子出国视为一项可实现的家庭计划。家长们为了孩子的前途，为了及早让孩子体验国外的教育环境，也为了给他们提供更宽广的人生道路，不惜在他们还未成年的高中阶段、甚至是初中阶段，就直接送到国外读书。这类家长们推动着一个特殊留学队伍日渐壮大，人们把这个特殊群体称为“小留学生”。当低龄留学成为一种颇为常见的社会现象后，当小留学生的留学历史在不断累加时，我们也注意到，其实一些当事者并未享受到想象中的欢乐，他们中的一部分人感受到的反而是痛苦、悔恨、抑郁，是带有惨痛记忆的留学经历，这开始促使人们去反思：怎样才是“适合”？“需要”的到底是什么？应该“如何做”才是正确的……面对依然蓬勃、继续升温的小留学生出国热，本报记者专访了留学教育专家以及有关机构，希望理出一条冷静、理性的思路，为那些计划、或者已经操作、或者已经走上留学之路的未成年孩子和家长们提供一些可以借鉴的经验和教训。同时，也通过对小留学生的生存状态、命运走向、心理轨迹的透视与分析，为这一当下热议的社会话题，做一次全面的备忘。可怕的盲目性：许多家长对国外教育体制认识为零“我不赞成把高中都还没毕业的孩子送出国。 ”张健，1988年出国，定居加拿大，在当地从事教育工作达16年，近年来往于中加两地，开展国际教育交流项目，见过许多在加拿大成功或者失意的中国孩子，也见过许多渴望送孩子出国留学的父母。 “在国外，有很多来自中国的小留学生过着十分茫然的生活，很少与人沟通、荒废学业，极端的甚至失踪、自杀或被杀。 ”梦醒时分，未必都是花开遍地。张健对一些中国小留学生在国外的生存状态直言不讳，她带着几分忧虑的目光，观察着这个几乎承载了父母和家庭全部梦想的孩子群体。6月的一天，张健接受了记者的专访。她希望从最基本的教育体制讲起，因为她认为，许多中国家长对国外教育体制的认知程度几乎为零，只是痴心于尽快把孩子送出国。张健说这令她感到诧异：“我们在做一件事之前，应该对要做的事有一些起码的了解，然后再去做，这是常识。但是，我们却发现，大多数想要把孩子送出国的家长，对出国留学连最基本的认识都没有，只是单纯地认为，孩子越早出国，就越容易适应国外的生活，受到更好的教育，可以尽早融入国外的人群。然而事实上，这些都是错误的想法。 ”张健说，她有一位国内的朋友，在大学任教授，自己的孩子刚读完高一，就送到了国外读书。但是，因为这位朋友对国外教育体制缺乏了解，所以孩子到了国外后，并没有如预先所想直接进入高二就读，而是一切从头开始，心理状态开始变得焦虑和压抑，家长也十分后悔当初所作的选择。 “加拿大高中实施学分制教育，中国小留学生读完高一过来，根本不能直接进入学分课程。这样，本来在国内成绩很好的学生，到了国外不仅过去学的要重新来过，还要背负沉重的语言包袱。加拿大政府规定，超过19岁就不可以再在高中就读，如果还未读完高中课程，则须转到成人部或者语言学校。 ”张健说，一旦被转到成人部或者语言学校，那可以说就到了比较糟糕的境地，这些地方的学习环境和人际环境层次都很低，孩子将陷入更加压抑的精神状态，甚至迷失其中，破罐子破摔。造成此类后果的原因也许有许多，但是，最根本的就是对国外的教育体制缺乏必要的了解，对出国留学抱有不切实际的过高期待，或者对孩子的自身条件认识不足。必须深思熟虑：你的孩子真适合出国吗？李帅，一名普通高中生，高二时决定出国读大学，进入高三后，同学们都进入了备战高考状态，不参加高考的李帅便开始利用这段时间进行出国前的一系列准备。他报名参加了一个在国内开办的预科班，经过10个月的学习，他成功获得了加拿大一所公立大学的录取通知书。由于出国前经过了一段较长的准备期，同时在语言方面也打下了比较坚实的基础，所以到国外后，他很快便适应了学习的环境和当地的生活。张健说，李帅的留学之路，为我们提供了一个小留学生理性出国留学的范本。究竟什么样的孩子适合出国，适合当小留学生？张健给出的答案很简单：第一、读完高中，拿到高中毕业证；第二、做好充分准备后再走。 “国外的高中教育体制与国内不同，中途加进去，必然会面对较大的困难。如果初中就出国，可能比较容易进入国外教育体制内，但是，孩子的年纪太小，很难适应那里的陌生环境。而在出国准备这方面，说道更多。首先是心理上的准备，不要以为国外的书好念，事实上，国外的教育对个人综合能力的要求比国内还要高。自己的孩子能否适应国外的学习和生活，家长要有一个准确的评估。低龄孩子正处于心理建设期，陌生的环境、打击、挫折都可能给他们造成心理上的伤害，因此一定要在孩子的心理方面做好充分的准备。其次是经济上的准备，以加拿大为例，读大学要有至少60万元人民币的存款证明才能拿到签证，没有足够能力支撑如此开销的家庭，最好不要盲目选择出国。同时，还要做好资料上的准备，要对所选择的国家的教育体制有起码的了解，确定自己的孩子能够进入哪个阶段学习。最后，也是非常重要的，就是语言上的准备。语言是在国外学习和生活的工具，出国前应该适当地进行语言学习，达到一定的语言水平。这样，出国后的压力会小一些，节省许多时间和金钱。 ”张健还特别提醒家长们，没有评估和认清孩子的能力之前，不要急着把孩子送出国。要详细了解国外教育都有哪些要求，孩子去了能否顺利进入轨道。 “当然，对于性格过于孤僻或者根本没有学习愿望的孩子，家长一定要深思熟虑，到底该不该送他们出去。在国内都不能好好读书、不能与人很好沟通的孩子，到了国外更难有积极的改变，反而可能对他们的成长造成更多负面的影响。 ”出国读书，本来是为了打开眼界、接受更高层次的教育，拣选一条可能更宽阔的人生道路，但是，如果因为无知而盲目草率地作出错误决定，那么不仅耽误了孩子的一生，同时也可能毁了一个家庭的希望。中国有句俗语：小心驶得万年船。出国留学这么大的事，家长也好，孩子也好，一定要仔细想清楚，谨慎作决定，该知道的都了解清楚，该准备的一定备齐。一句话——这事儿急不来！■新闻背景低龄留学热已经形成国内多家留学机构的统计数据显示，2009年，我国低龄学生出国留学人数达到了近年来的最高峰，办理赴海外读高中的学生比往年增加了两到三成。据业内人士介绍，目前中国赴美小留学生签证通过率高达七成，甚至高于读研究生的留学生签证通过率。大陆赴美的小留学生不仅人数越来越多，而且来源地区也呈从南到北增多的趋势。以往多主要集中在南部和东南沿海，近年来，北方地区的学生也逐渐增多。据来自非官方的统计显示，如今，小留学生已经占到自费留学生人数的一半。在南方一些城市，办理出国留学的中学生甚至占到所有出国人员的七至八成。一项对上海市14所学校的428名初中生和高中生的问卷调查结果表明，47.4%的初中生和42.9%的高中生有留学的打算，超过六成的中学生父母对子女的出国留学计划持支持态度。深圳大学的一项抽样调查结果也显示，有86.6%的中学生希望出国学习。一般来说，小留学生的父母收入往往较高，思想观念较为开放，文化素质也普遍较高。不少小留学生的父母一方或双方从事外经贸工作；还有一些家长本身就有海外留学经历，对国外生活比较了解；也有一些家境特别富裕的，家长在孩子教育上的投入不惜一掷千金。另一方面，关于小留学生出国的初衷，有调查显示，两类情况较为突出，一是孩子在国内学习不好、就业前景暗淡，希望以留学来改变命运；二是为了未来全家移民国外，把孩子留学当作曲线移民的第一步。,教育
